id_transaction,id_commande_anon,id_client,type_client,nouveau_ou_fidele,date_commande,wilaya,categorie_produit,produit,quantite,montant_da,moyen_paiement,statut_commande,produit_key
6401,17571,CLT_03776,B2C,Returning,2024-06-01,Blida,Sanitaire,Echangeur pour chauffe-eau à T° const WCT 12L,1.0,7563.03,Paiement à la livraison,En livraison par NOEST,Echangeur pour
6432,17438,CLT_03949,B2C,New,2024-05-14,Alger,Électricité,Prise avec terre DIAA Acrylique - Noir,8.0,2808.21,Paiement à la livraison,Retour NOEST,Prise avec terr
6449,14870,CLT_02398,B2C,Returning,2023-08-31,Mostaganem,Électricité,Bouton poussoir Adenium,5.0,888.96,Paiement à la livraison,Partiellement remboursée,Bouton poussoir
6503,17641,CLT_00584,B2C,Returning,2024-06-10,Tizi Ouzou,Sanitaire,Cumulus électrique 51L,2.0,43217.33,Paiement à la livraison,En livraison par NOEST,Cumulus électri
6511,17744,CLT_02436,B2C,New,2024-06-21,Blida,Électricité,Moniteur 4 fils noir 7 pouces VFE04,2.0,48473.61,CIB / EDAHABIA,Attente paiement,Moniteur 4 fils
6526,17697,CLT_03164,B2C,Returning,2024-06-16,Alger,Sanitaire,Mitigeur Lavabo Confort,2.0,11998.74,Paiement à la livraison,En livraison par NOEST,Mitigeur Lavabo
6554,17632,CLT_01065,B2C,Returning,2024-06-09,Laghouat,Électricité,Démarqueur triphasé,1.0,4011.74,Paiement à la livraison,En livraison par NOEST,Démarqueur trip
6556,15912,CLT_03673,B2C,Returning,2023-12-13,Ghardaïa,Sanitaire,Mitigeur à capteur automatique,11.0,152464.17,Paiement à la livraison,Retour NOEST,Mitigeur à capt
6576,16024,CLT_03080,B2C,Returning,2023-12-21,El Bayadh,Électricité,Disjoncteur ECB5 DPN.1P+N.16,5.0,1942.32,Paiement à la livraison,Partiellement remboursée,Disjoncteur ECB
6606,15011,CLT_01740,B2C,New,2023-09-17,Mostaganem,Électricité,Prise double avec terre DIAA Métal,15.0,10941.1,Paiement à la livraison,Partiellement remboursée,Prise double av
6650,17626,CLT_03673,B2C,Returning,2024-06-09,Alger,Électricité,Disjoncteur unipolaire ECB3.UN.10,200.0,35658.86,Paiement par chèque,En attente,Disjoncteur uni
6655,17636,CLT_01561,B2C,New,2024-06-10,Constantine,Sanitaire,Chauffe-eau à température constante WCT-12L (Gaz Naturel) - Blanc,1.0,26440.98,Paiement à la livraison,En livraison par NOEST,Chauffe-eau à t
6743,17584,CLT_03780,B2C,Returning,2024-06-02,Tlemcen,Sanitaire,Thermocontact 80°C pour chauffe-eau à T° const,1.0,50.15,Paiement à la livraison,En livraison par NOEST,Thermocontact 8
6775,17548,CLT_01086,B2C,Returning,2024-05-29,Tlemcen,Électricité,Prise avec terre Adenium,30.0,5333.78,Paiement à la livraison,En livraison par NOEST,Prise avec terr
6824,17673,CLT_03941,B2C,Returning,2024-06-13,Annaba,Pièces de rechange pour S.A.V.,Thermocontact 95°C,3.0,875.29,Paiement à la livraison,En livraison par NOEST,Thermocontact 9
6835,17740,CLT_03945,B2C,Returning,2024-06-21,M'Sila,Électricité,Sonnette 4 fils avec lecteur RFID VFE01-C,1.0,11305.8,Paiement à la livraison,En livraison par NOEST,Sonnette 4 fils
6842,14806,CLT_01648,B2C,New,2023-08-22,Skikda,Sanitaire,Mitigeur Amen Bain douche Blanc,1.0,5999.37,Paiement à la livraison,Partiellement remboursée,Mitigeur Amen B
6894,17677,CLT_00191,B2C,New,2024-06-14,Adrar,Électricité,Lampe Led T (lumière blanche) - 50 watt,1.0,612.06,CIB / EDAHABIA,En livraison par NOEST,Lampe Led T (lu
6908,17655,CLT_03673,B2C,Returning,2024-06-11,Alger,Sanitaire,Chauffe-eau à température constante WCT-12L (Gaz Naturel) - Gris,1.0,26440.98,Paiement à la livraison,En livraison par NOEST,Chauffe-eau à t
6919,15234,CLT_03080,B2C,Returning,2023-10-12,Béchar,Sanitaire,Kit complet partie eau 10L,1.0,3920.56,Paiement à la livraison,Retour NOEST,Kit complet par
6941,17725,CLT_01853,B2C,New,2024-06-20,Djelfa,Sanitaire,Mitigeur Amen Douche,1.0,5124.08,Paiement à la livraison,En livraison par NOEST,Mitigeur Amen D
6972,17017,CLT_00892,B2C,Unknown,2024-03-31,Tlemcen,Non catégorisé,,,,Versement CCP,Remboursée,
6978,15089,CLT_02202,B2C,New,2023-09-25,Blida,Pièces de rechange pour S.A.V.,Soupape de décharge,5.0,2758.07,Paiement à la livraison,Retour NOEST,Soupape de déch
7037,17666,CLT_03970,B2C,New,2024-06-11,Djelfa,Électricité,Protecteur de tension et courant réglable PTDR3.40A,25.0,44790.11,Paiement à la livraison,En livraison par NOEST,Protecteur de t
7046,16260,CLT_02177,B2C,New,2024-01-12,Aïn Defla,Électricité,Sonnette 4 fils avec lecteur RFID VFE01-C,1.0,11305.8,Paiement à la livraison,Retour NOEST,Sonnette 4 fils
7055,15143,CLT_02728,B2C,New,2023-10-01,Tissemsilt,Sanitaire,Chaudière SL-DL36,1.0,140410.73,Paiement à la livraison,Retour NOEST,Chaudière SL-DL
7086,17626,CLT_03673,B2C,Returning,2024-06-09,Alger,Électricité,Interrupteur va et vient SABAH,200.0,35660.68,Paiement par chèque,En attente,Interrupteur va
7094,12842,CLT_00367,B2C,Returning,2022-12-22,Mascara,Sanitaire,Chaudière SL-DL32,1.0,119440.3,Paiement à la livraison,Retour NOEST,Chaudière SL-DL
7116,17632,CLT_01065,B2C,Returning,2024-06-09,Laghouat,Électricité,Disjoncteur différentiel sensible 300mA TRI ND DPE1-I.4P.45 Din Rail,1.0,4011.74,Paiement à la livraison,En livraison par NOEST,Disjoncteur dif
7122,17539,CLT_03955,B2C,New,2024-05-26,Alger,Sanitaire,Rallonge du conduit de fumée concentrique (1m) chaudière/chauffe-eau 16L,1.0,3008.8,Paiement à la livraison,En livraison par NOEST,Rallonge du con
7138,12824,CLT_04037,B2C,Returning,2022-12-19,Sétif,Électricité,Spot LED Orientable (lumière jaune) - 12 watt,8.0,4074.46,CIB / EDAHABIA,Remboursée,Spot LED Orient
7149,17591,CLT_01476,B2C,New,2024-06-02,Relizane,Sanitaire,Chaudière SL-DL32,1.0,117616.78,Paiement à la livraison,En livraison par NOEST,Chaudière SL-DL
7153,17731,CLT_03973,B2C,New,2024-06-20,Constantine,Sanitaire,Mitigeur Amen Lavabo Blanc,1.0,3820.27,Paiement à la livraison,En livraison par NOEST,Mitigeur Amen L
7158,17716,CLT_00515,B2C,New,2024-06-18,Djelfa,Électricité,Tableau de distribution 36 modules,1.0,3145.57,Paiement à la livraison,En livraison par NOEST,Tableau de dist
7164,17559,CLT_02926,B2C,Returning,2024-05-31,Sétif,Sanitaire,Bloc de gaz pour chauffe-eau à T° const,1.0,1586.46,Paiement à la livraison,En livraison par NOEST,Bloc de gaz pou
7169,16480,CLT_03276,B2C,Returning,2024-01-29,Alger,Électricité,Cadre appareillage externe triplé NOOR,1.0,27.35,Paiement à la livraison,Retour NOEST,Cadre appareill
7217,17590,CLT_03701,B2C,Returning,2024-06-02,Alger,Électricité,Carte de contrôle électronique,1.0,8233.17,Paiement à la livraison,En livraison par NOEST,Carte de contrô
7233,17711,CLT_00777,B2C,New,2024-06-18,Sétif,Sanitaire,Panneau de verre pour chauffe-eau à T° const - Noir,1.0,3592.33,Paiement à la livraison,En livraison par NOEST,Panneau de verr
7262,15831,CLT_03776,B2C,Returning,2023-12-07,Blida,Sanitaire,Capteur de débit pour chauffe-eau à T° const,1.0,423.97,Paiement à la livraison,Partiellement remboursée,Capteur de débi
7268,17381,CLT_03944,B2C,New,2024-05-09,Bouira,Électricité,Prise avec terre DIAA Acrylique - Doré,14.0,4914.38,Paiement à la livraison,Partiellement remboursée,Prise avec terr
7325,17673,CLT_03941,B2C,Returning,2024-06-13,Annaba,Électricité,Electrode détecteur,2.0,820.58,Paiement à la livraison,En livraison par NOEST,Electrode détec
7375,17669,CLT_03494,B2C,Returning,2024-06-13,Ouled Djellal,Électricité,Relais Thermique 230/400V - 12-18A,1.0,939.11,Paiement à la livraison,En livraison par NOEST,Relais Thermiqu
7408,17531,CLT_00003,B2C,New,2024-05-24,Touggourt,Électricité,Serrure électrique grise,1.0,5652.9,Paiement à la livraison,En livraison par NOEST,Serrure électri
7412,17734,CLT_01681,B2C,Returning,2024-06-20,Skikda,Électricité,Prise avec terre NOOR,31.0,5087.61,Paiement à la livraison,En livraison par NOEST,Prise avec terr
7416,16024,CLT_03080,B2C,Returning,2023-12-21,El Bayadh,Électricité,Disjoncteur ECB5 DPN.1P+N.25,8.0,3107.64,Paiement à la livraison,Partiellement remboursée,Disjoncteur ECB
7434,16814,CLT_03850,B2C,Returning,2024-03-05,Tipaza,Sanitaire,Module d'allumage électronique,1.0,847.93,Paiement à la livraison,Retour NOEST,Module d'alluma
7442,17598,CLT_03964,B2C,New,2024-06-03,Jijel,Sanitaire,"Filtre magnétique pour chaudière à connexion G3/4""",1.0,3555.86,Paiement à la livraison,En livraison par NOEST,Filtre magnétiq
7511,14870,CLT_02398,B2C,Returning,2023-08-31,Mostaganem,Électricité,Prise satellite Adenium,2.0,465.0,Paiement à la livraison,Partiellement remboursée,Prise satellite
7533,17536,CLT_03122,B2C,New,2024-05-25,Alger,Électricité,Disjoncteur ECB5 DPN.1P+N.10,3.0,1381.31,Paiement à la livraison,En livraison par NOEST,Disjoncteur ECB
7541,17585,CLT_04011,B2C,Returning,2024-06-02,Oum El Bouaghi,Sanitaire,Résistance Cumulus 1500W,1.0,1294.7,Paiement à la livraison,En livraison par NOEST,Résistance Cumu
7543,14013,CLT_01782,B2C,New,2023-05-09,Bordj Bou Arreridj,Électricité,Interrupteur Double Allumage DIAA Glass,1.0,437.64,Paiement à la livraison,Retour NOEST,Interrupteur Do
7549,17331,CLT_03870,B2C,Returning,2024-05-03,Skikda,Électricité,Interrupteur double allumage NOOR,5.0,888.96,Paiement à la livraison,Retour NOEST,Interrupteur do
7561,17438,CLT_03949,B2C,New,2024-05-14,Alger,Électricité,Interrupteur simple allumage Acrylique - Noir,4.0,1404.11,Paiement à la livraison,Retour NOEST,Interrupteur si
7574,17631,CLT_01895,B2C,New,2024-06-09,Sidi Bel Abbès,Électricité,Protecteur de tension et courant réglable PTDR3.40A,1.0,1791.6,Paiement à la livraison,En livraison par NOEST,Protecteur de t
7578,17460,CLT_02464,B2C,Returning,2024-05-16,Mostaganem,Sanitaire,Mitigeur Douche Confort,1.0,8178.47,Paiement à la livraison,Retour NOEST,Mitigeur Douche
7585,14870,CLT_02398,B2C,Returning,2023-08-31,Mostaganem,Électricité,Interrupteur simple NIR,13.0,2785.42,Paiement à la livraison,Partiellement remboursée,Interrupteur si
7614,17566,CLT_00875,B2C,New,2024-05-31,Médéa,Sanitaire,Distributeur 3 voies,2.0,4184.97,Paiement à la livraison,En livraison par NOEST,Distributeur 3
7619,16449,CLT_01226,B2C,Returning,2024-01-27,Tlemcen,Sanitaire,Ventilateur 8W pour chauffe-eau à T° const WCT 12L,2.0,3537.62,Paiement à la livraison,En attente,Ventilateur 8W
7632,17692,CLT_03813,B2C,Returning,2024-06-15,Béjaïa,Électricité,Démarqueur monophasé,2.0,3373.5,Paiement à la livraison,En livraison par NOEST,Démarqueur mono
7637,17381,CLT_03944,B2C,New,2024-05-09,Bouira,Électricité,Disjoncteur différentiel sensible 30mA 1P+N DDS.25A,1.0,1923.81,Paiement à la livraison,Partiellement remboursée,Disjoncteur dif
7650,17717,CLT_01661,B2C,Returning,2024-06-18,Chlef,Électricité,Horloge programmable numérique (HPN2),6.0,16411.64,Paiement à la livraison,En livraison par NOEST,Horloge program
7664,17521,CLT_01847,B2C,Returning,2024-05-24,Béchar,Électricité,Prise double avec terre DIAA Glass Gris,1.0,706.61,Paiement à la livraison,En livraison par NOEST,Prise double av
7678,14870,CLT_02398,B2C,Returning,2023-08-31,Mostaganem,Électricité,Interrupteur simple allumage DIAA Métal,1.0,506.03,Paiement à la livraison,Partiellement remboursée,Interrupteur si
7699,17647,CLT_03777,B2C,Returning,2024-06-10,Bouira,Sanitaire,Détecteur de flamme pour chauffe-eau à T° const,2.0,674.7,Paiement à la livraison,En livraison par NOEST,Détecteur de fl
7723,14182,CLT_03598,B2C,New,2023-05-27,Oran,Sanitaire,Chaudière SL-DM18,1.0,80234.7,Paiement à la livraison,Retour NOEST,Chaudière SL-DM
7738,17675,CLT_01091,B2C,New,2024-06-13,Alger,Électricité,Interrupteur Double Allumage DIAA Glass,1.0,437.64,Paiement à la livraison,En livraison par NOEST,Interrupteur Do
7751,17719,CLT_02921,B2C,New,2024-06-19,Mila,Électricité,Cadre appareillage externe doublé DIAA - Noir,5.0,1048.52,Paiement à la livraison,En livraison par NOEST,Cadre appareill
7755,17460,CLT_02464,B2C,Returning,2024-05-16,Mostaganem,Sanitaire,Robinet Ablution Série 07,2.0,7239.36,Paiement à la livraison,Retour NOEST,Robinet Ablutio
7794,17684,CLT_01687,B2C,New,2024-06-14,Batna,Électricité,Prise double avec terre DIAA Glass,6.0,4239.67,Paiement à la livraison,En livraison par NOEST,Prise double av
7850,16309,CLT_03851,B2C,New,2024-01-16,Mascara,Pièces de rechange pour S.A.V.,Soupape de décharge,1.0,765.88,Paiement à la livraison,Retour NOEST,Soupape de déch
7869,17554,CLT_03298,B2C,Returning,2024-05-30,Annaba,Électricité,Lampe Led T (lumière blanche) - 20 watt,10.0,2826.45,Paiement à la livraison,En livraison par NOEST,Lampe Led T (lu
7911,16024,CLT_03080,B2C,Returning,2023-12-21,El Bayadh,Électricité,Interrupteur différentiel sensible 30mA IDE2.2P40,3.0,5637.54,Paiement à la livraison,Partiellement remboursée,Interrupteur di
7961,15162,CLT_00607,B2C,Returning,2023-10-04,Alger,Sanitaire,Capteur de pression d’eau,1.0,396.61,Paiement à la livraison,Retour NOEST,Capteur de pres
7972,15353,CLT_01706,B2C,New,2023-10-25,Alger,Électricité,Prise double avec terre Adenium,5.0,1253.67,Paiement à la livraison,Retour NOEST,Prise double av
7989,15037,CLT_03080,B2C,Returning,2023-09-21,Skikda,Sanitaire,Mitigeur à capteur automatique,4.0,61671.31,Paiement à la livraison,Retour NOEST,Mitigeur à capt
7999,17642,CLT_03812,B2C,Returning,2024-06-10,Mila,Sanitaire,Ventilateur 8W pour chauffe-eau à T° const WCT 12L,3.0,3542.18,Paiement à la livraison,En livraison par NOEST,Ventilateur 8W
8082,17568,CLT_03770,B2C,Returning,2024-05-31,Sétif,Sanitaire,Echangeur pour chauffe-eau à T° const WCT 12L,1.0,7563.03,CIB / EDAHABIA,En livraison par NOEST,Echangeur pour
8093,17295,CLT_02133,B2C,New,2024-04-28,Ouargla,Électricité,Interrupteur simple NOOR,4.0,620.0,Paiement à la livraison,Retour NOEST,Interrupteur si
8113,17738,CLT_03797,B2C,Returning,2024-06-21,Annaba,Sanitaire,Afficheur pour chauffe-eau à T° const,1.0,1436.02,Paiement à la livraison,En livraison par NOEST,Afficheur pour
8121,17658,CLT_01139,B2C,Returning,2024-06-11,Biskra,Sanitaire,Mitigeur Bidet Mural,1.0,4326.29,Paiement à la livraison,En livraison par NOEST,Mitigeur Bidet
8123,17606,CLT_02068,B2C,New,2024-06-04,Alger,Électricité,Interrupteur Simple Allumage DIAA Glass,1.0,437.64,Paiement à la livraison,En livraison par NOEST,Interrupteur Si
8137,10972,CLT_03988,B2C,Returning,2022-01-21,Alger,Électricité,Lampe Led Sphérique – 7 à 20 Watt (lumière blanche) - 7 watt,1.0,161.65,CIB / EDAHABIA,Remboursée,Lampe Led Sphér
8178,16260,CLT_02177,B2C,New,2024-01-12,Aïn Defla,Électricité,Moniteur 4 fils noir 7 pouces VFE04,1.0,24731.44,Paiement à la livraison,Retour NOEST,Moniteur 4 fils
8230,14448,CLT_01700,B2C,New,2023-07-04,Blida,Électricité,Disjoncteur ECB5 DPN.1P+N.10,5.0,2302.19,Paiement à la livraison,Retour NOEST,Disjoncteur ECB
8239,17412,CLT_02316,B2C,New,2024-05-12,Tipaza,Électricité,Prise simple DIAA Acrylique - Doré,12.0,4212.32,Paiement à la livraison,Retour NOEST,Prise simple DI
8288,17548,CLT_01086,B2C,Returning,2024-05-29,Tlemcen,Électricité,Prise réseau Adenium,6.0,1367.64,Paiement à la livraison,En livraison par NOEST,Prise réseau Ad
8341,17669,CLT_03494,B2C,Returning,2024-06-13,Ouled Djellal,Électricité,Relais Thermique 230/400V - 9-13A,1.0,939.11,Paiement à la livraison,En livraison par NOEST,Relais Thermiqu
8373,17536,CLT_03122,B2C,New,2024-05-25,Alger,Sanitaire,Chauffe-eau à température constante WCT-12L (Gaz Naturel) - Gris,1.0,26440.98,Paiement à la livraison,En livraison par NOEST,Chauffe-eau à t
8378,13085,CLT_02887,B2C,Returning,2023-01-15,Tizi Ouzou,Sanitaire,Colonne de douche encastrée - Noir,1.0,20970.43,Paiement à la livraison,Retour NOEST,Colonne de douc
8384,16480,CLT_03276,B2C,Returning,2024-01-29,Alger,Électricité,Interrupteur différentiel sensible 30mA IDE2.2P63,1.0,1951.16,Paiement à la livraison,Retour NOEST,Interrupteur di
8404,17715,CLT_02533,B2C,New,2024-06-18,M'Sila,Électricité,Prise de protection réglable,4.0,4248.79,Paiement à la livraison,En livraison par NOEST,Prise de protec
8423,17718,CLT_03257,B2C,Returning,2024-06-19,Jijel,Électricité,Interrupteur Double Allumage DIAA Glass Gris,1.0,437.64,Paiement à la livraison,En livraison par NOEST,Interrupteur Do
8456,17593,CLT_00250,B2C,New,2024-06-03,Laghouat,Sanitaire,Chauffe-eau à température constante WCT-12L (Gaz Naturel) - Gris,1.0,26440.98,Paiement à la livraison,Retour NOEST,Chauffe-eau à t
8468,12452,CLT_03080,B2C,Returning,2022-11-11,Alger,Sanitaire,Chauffe-eau à température constante WCT-12L (Gaz Naturel) - Noir,1.0,26440.98,Paiement à la livraison,Retour NOEST,Chauffe-eau à t
8514,17521,CLT_01847,B2C,Returning,2024-05-24,Béchar,Électricité,Disjoncteur unipolaire ECB3.UN.10,5.0,1048.52,Paiement à la livraison,En livraison par NOEST,Disjoncteur uni
8532,17707,CLT_02061,B2C,New,2024-06-17,Oum El Bouaghi,Électricité,Protecteur de tension et courant réglable triphasé domestique PTDR4-D 63A,1.0,4321.73,Paiement à la livraison,En livraison par NOEST,Protecteur de t
8561,14013,CLT_01782,B2C,New,2023-05-09,Bordj Bou Arreridj,Électricité,Bouton poussoir DIAA Acrylique - Noir,5.0,1755.13,Paiement à la livraison,Retour NOEST,Bouton poussoir
8567,15831,CLT_03776,B2C,Returning,2023-12-07,Blida,Pièces de rechange pour S.A.V.,Ventilateur 25W,1.0,2584.83,Paiement à la livraison,Partiellement remboursée,Ventilateur 25W
8569,14647,CLT_01426,B2C,New,2023-08-02,Ain Salah,Électricité,Prise simple DIAA Acrylique - Doré,4.0,1404.11,Paiement à la livraison,Retour NOEST,Prise simple DI
8608,17548,CLT_01086,B2C,Returning,2024-05-29,Tlemcen,Électricité,Prise satellite Adenium,6.0,1394.99,Paiement à la livraison,En livraison par NOEST,Prise satellite
8657,17528,CLT_03155,B2C,Returning,2024-05-24,Tlemcen,Électricité,Cadre appareillage externe triplé DIAA - Doré,10.0,3054.39,Paiement à la livraison,En livraison par NOEST,Cadre appareill
8672,17638,CLT_01837,B2C,New,2024-06-10,Tizi Ouzou,Sanitaire,Chaudière SL-DM28,1.0,105763.93,Paiement à la livraison,En livraison par NOEST,Chaudière SL-DM
8739,13085,CLT_02887,B2C,Returning,2023-01-15,Tizi Ouzou,Électricité,Interrupteur double allumage NOOR,4.0,703.88,Paiement à la livraison,Retour NOEST,Interrupteur do
8753,17552,CLT_00413,B2C,New,2024-05-30,Sétif,Sanitaire,Chauffe-eau à température constante WCT-12L (Gaz Naturel) - Blanc,1.0,26440.98,Paiement à la livraison,Retour NOEST,Chauffe-eau à t
8779,17521,CLT_01847,B2C,Returning,2024-05-24,Béchar,Électricité,Interrupteur simple allumage DIAA Métal,3.0,1518.08,Paiement à la livraison,En livraison par NOEST,Interrupteur si
8836,17564,CLT_01124,B2C,Returning,2024-05-31,Mostaganem,Électricité,Horloge programmable numérique (HPN2),2.0,5470.55,Paiement à la livraison,En livraison par NOEST,Horloge program
8880,17718,CLT_03257,B2C,Returning,2024-06-19,Jijel,Électricité,Spot 3D LED - 18 watt,20.0,7749.94,Paiement à la livraison,En livraison par NOEST,Spot 3D LED - 1
8947,17713,CLT_03673,B2C,Returning,2024-06-18,Blida,Électricité,Sonnette avec 4 boutons 4 fils VFE01B4,1.0,9897.13,Paiement à la livraison,En livraison par NOEST,Sonnette avec 4
8991,14214,CLT_03019,B2C,Returning,2023-05-30,Oran,Sanitaire,Chaudière SL-DM18,1.0,80234.7,Paiement à la livraison,Retour NOEST,Chaudière SL-DM
8993,17687,CLT_03975,B2C,New,2024-06-14,Mascara,Sanitaire,Chaudière SL-DM24,1.0,92999.32,Paiement à la livraison,En livraison par NOEST,Chaudière SL-DM
9000,17701,CLT_01912,B2C,New,2024-06-16,Tizi Ouzou,Sanitaire,Panneau de verre pour chauffe-eau à T° const - Blanc,1.0,3592.33,Paiement à la livraison,En livraison par NOEST,Panneau de verr
9036,17635,CLT_02980,B2C,Returning,2024-06-10,Blida,Sanitaire,Panneau de commande avec boutons de contrôle M,1.0,6035.84,Paiement à la livraison,En livraison par NOEST,Panneau de comm
9042,17139,CLT_03080,B2C,Returning,2024-04-11,Sidi Bel Abbès,Menuiserie,CADRE EN WPC POUR PORTE 730mm - Gris Nardo,2.0,7708.51,Paiement à la livraison,Partiellement payé,CADRE EN WPC PO
9054,14013,CLT_01782,B2C,New,2023-05-09,Bordj Bou Arreridj,Électricité,Prise simple DIAA Acrylique - Noir,7.0,2457.19,Paiement à la livraison,Retour NOEST,Prise simple DI
9060,17562,CLT_01930,B2C,New,2024-05-31,Mostaganem,Électricité,Protecteur de tension et courant réglable PTDR3.40A,1.0,1791.6,Paiement à la livraison,En livraison par NOEST,Protecteur de t
9076,12470,CLT_03080,B2C,Returning,2022-11-13,Mascara,Sanitaire,Afficheur pour chauffe-eau à T° const,1.0,0.0,Paiement à la livraison,Retour NOEST,Afficheur pour
9080,17597,CLT_01132,B2C,New,2024-06-03,Tizi Ouzou,Sanitaire,Mitigeur Lavabo Fly Noir,1.0,5557.71,CIB / EDAHABIA,En livraison par NOEST,Mitigeur Lavabo
9083,16480,CLT_03276,B2C,Returning,2024-01-29,Alger,Électricité,Télérupteur TLE04,1.0,1203.52,Paiement à la livraison,Retour NOEST,Télérupteur TLE
9090,17381,CLT_03944,B2C,New,2024-05-09,Bouira,Électricité,Lampe Led Sphérique – 7 à 20 Watt (lumière blanche) - 14 watt,4.0,565.29,Paiement à la livraison,Partiellement remboursée,Lampe Led Sphér
9109,17654,CLT_03673,B2C,Returning,2024-06-11,Batna,Sanitaire,Rallonge du conduit de fumée concentrique (1m) chaudière/chauffe-eau 16L,3.0,9026.4,Paiement à la livraison,En livraison par NOEST,Rallonge du con
9111,17536,CLT_03122,B2C,New,2024-05-25,Alger,Électricité,Disjoncteur ECB5 DPN.1P+N.16,2.0,920.88,Paiement à la livraison,En livraison par NOEST,Disjoncteur ECB
9121,17529,CLT_02007,B2C,Returning,2024-05-24,Tlemcen,Sanitaire,Kit complet partie eau 10L,1.0,3920.56,Paiement à la livraison,En livraison par NOEST,Kit complet par
9148,17709,CLT_00158,B2C,New,2024-06-18,El Tarf,Électricité,Protecteur de tension et courant réglable PTDR3.40A,1.0,1791.6,Paiement à la livraison,En livraison par NOEST,Protecteur de t
9197,16480,CLT_03276,B2C,Returning,2024-01-29,Alger,Électricité,Protecteur de tension et courant réglable PTDR3.40A,1.0,1791.6,Paiement à la livraison,Retour NOEST,Protecteur de t
9230,17589,CLT_03963,B2C,New,2024-06-02,Tizi Ouzou,Électricité,Spot LED Orientable (lumière jaune) - 3 watt,15.0,2256.6,Paiement à la livraison,En livraison par NOEST,Spot LED Orient
9288,15321,CLT_03725,B2C,New,2023-10-21,Oum El Bouaghi,Électricité,Interrupteur double allumage NOOR,1.0,177.79,Paiement à la livraison,Partiellement remboursée,Interrupteur do
9298,16556,CLT_02740,B2C,New,2024-02-04,Ghardaïa,Électroménager,Friteuse à air chaud 6 L -1500W,1.0,11396.98,Paiement à la livraison,Retour NOEST,Friteuse à air
9300,14913,CLT_03676,B2C,New,2023-09-08,Tizi Ouzou,Électricité,Bouton poussoir DIAA Glass,1.0,437.64,Paiement à la livraison,Partiellement remboursée,Bouton poussoir
9301,17698,CLT_03976,B2C,New,2024-06-16,Alger,Sanitaire,Mitigeur Amen Bain douche Blanc,1.0,5999.37,Paiement à la livraison,En livraison par NOEST,Mitigeur Amen B
9306,17438,CLT_03949,B2C,New,2024-05-14,Alger,Électricité,Prise réseau Acrylique DIAA - Noir,1.0,446.76,Paiement à la livraison,Retour NOEST,Prise réseau Ac
9332,14013,CLT_01782,B2C,New,2023-05-09,Bordj Bou Arreridj,Électricité,Interrupteur Simple Allumage DIAA Glass,1.0,437.64,Paiement à la livraison,Retour NOEST,Interrupteur Si
9383,17620,CLT_03967,B2C,New,2024-06-06,Alger,Sanitaire,Portillon Gaz,1.0,1930.01,CIB / EDAHABIA,En livraison par NOEST,Portillon Gaz
9404,14848,CLT_01188,B2C,New,2023-08-28,Alger,Électricité,Moniteur 4 fils 4.3 pouces VFE06,2.0,16028.71,Paiement à la livraison,Retour NOEST,Moniteur 4 fils
9421,14647,CLT_01426,B2C,New,2023-08-02,Ain Salah,Électricité,Interrupteur sonnette DIAA Acrylique - Noir,1.0,351.03,Paiement à la livraison,Retour NOEST,Interrupteur so
9424,15354,CLT_01394,B2C,Returning,2023-10-25,Mila,Sanitaire,Afficheur pour chauffe-eau à T° const,1.0,1650.28,Paiement à la livraison,Partiellement remboursée,Afficheur pour
9463,17644,CLT_03673,B2C,Returning,2024-06-10,Tipaza,Électricité,Sonnette 2 fils grise VFE09,1.0,11889.32,Paiement à la livraison,En livraison par NOEST,Sonnette 2 fils
9498,17690,CLT_00820,B2C,Returning,2024-06-15,Jijel,Électricité,Disjoncteur ECB5 DPN.1P+N.06,63.0,29007.58,Virement / Versement  bancaire,En livraison par NOEST,Disjoncteur ECB
9500,17546,CLT_03576,B2C,New,2024-05-28,El Oued,Électricité,Disjoncteur Compact Réglable DDBM.800A,1.0,48323.17,Paiement à la livraison,En livraison par NOEST,Disjoncteur Com
9534,13512,CLT_00533,B2C,Returning,2023-02-28,Blida,Sanitaire,Pilote GN,1.0,948.23,Paiement à la livraison,Retour NOEST,Pilote GN
9545,17683,CLT_01086,B2C,Returning,2024-06-14,Tlemcen,Électricité,Prise réseau NOOR,6.0,1230.87,Paiement à la livraison,En livraison par NOEST,Prise réseau NO
9578,17412,CLT_02316,B2C,New,2024-05-12,Tipaza,Électricité,Interrupteur simple allumage Acrylique - Doré,12.0,4212.32,Paiement à la livraison,Retour NOEST,Interrupteur si
9604,17660,CLT_03914,B2C,Returning,2024-06-11,Boumerdès,Pièces de rechange pour S.A.V.,Soupape de décharge,1.0,510.58,Paiement à la livraison,En livraison par NOEST,Soupape de déch
9650,17556,CLT_03957,B2C,New,2024-05-30,Aïn Defla,Sanitaire,Capteur de débit pour chauffe-eau à T° const,1.0,638.23,Paiement à la livraison,En livraison par NOEST,Capteur de débi
9659,14806,CLT_01648,B2C,New,2023-08-22,Skikda,Sanitaire,Mitigeur Lavabo Série 07,1.0,2707.92,Paiement à la livraison,Partiellement remboursée,Mitigeur Lavabo
9669,17622,CLT_02374,B2C,New,2024-06-09,Tébessa,Sanitaire,Chauffe-eau à température constante WCT-16L (Gaz Naturel) - Blanc,1.0,29176.26,Paiement à la livraison,En livraison par NOEST,Chauffe-eau à t
